id,imageUrl,kcalories,class
665,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767612527971.jpg",100,nutrition_label
675,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767619584384.jpg",200,label
697,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767781622466.jpg",119,label
698,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767782865206.jpg",490,nutrition_label
680,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767641916558.jpg",447,nutrition_label
689,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767697109403.jpg",330,label
681,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767642080491.jpg",235,label
700,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767783349516.jpg",230,nutrition_label
707,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767813015377.jpg",430,nutrition_label
709,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767854205510.jpg",204,label
712,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767864937839.jpg",364,nutrition_label
718,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767886701098.jpg",176,nutrition_label
719,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767886814429.jpg",323,label
722,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767900676695.jpg",230,nutrition_label
736,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768047691277.jpg",62,nutrition_label
739,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768051789159.jpg",640,nutrition_label
741,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768052239286.jpg",231,nutrition_label
743,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768060343850.jpg",330,nutrition_label
746,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768074355172.jpg",300,label
747,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768077812506.jpg",210,nutrition_label
748,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768078709067.jpg",230,nutrition_label
758,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768135367919.jpg",63,nutrition_label
782,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768244257506.jpg",360,nutrition_label
761,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768148081584.jpg",364,nutrition_label
760,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768147878531.jpg",292,nutrition_label
762,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768148701224.jpg",272,nutrition_label
764,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768163586132.jpg",440,nutrition_label
771,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768214655412.jpg",396,nutrition_label
789,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768307735986.jpg",363,nutrition_label
790,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768317153857.jpg",319,nutrition_label
793,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768318144707.jpg",407,nutrition_label
794,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768318506407.jpg",315,label
795,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768331983713.jpg",534,nutrition_label
798,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768341347097.jpg",178,nutrition_label
804,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768387785976.jpg",275,nutrition_label
809,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768401210847.jpg",100,label
811,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768411117637.jpg",167,nutrition_label
817,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768425102191.jpg",404,nutrition_label
820,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768471679826.jpg",239,label
837,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768570540276.jpg",115,nutrition_label
838,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768570749620.jpg",115,nutrition_label
821,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768473582395.jpg",224,nutrition_label
823,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768476194417.jpg",219,nutrition_label
828,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768502808727.jpg",340,nutrition_label
829,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768503183052.jpg",188,nutrition_label
830,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768503477891.jpg",280,nutrition_label
833,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768555927554.jpg",184,nutrition_label
834,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768560805235.jpg",386,nutrition_label
839,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768573022923.jpg",360,nutrition_label
841,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768584732406.jpg",509,nutrition_label
870,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768727898447.jpg",614,nutrition_label
850,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768598546473.jpg",488,label
851,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768642124750.jpg",49,label
853,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768644209626.jpg",210,nutrition_label
871,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768730471544.jpg",243,label
857,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768661866677.jpg",417,nutrition_label
875,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768740363087.jpg",320,nutrition_label
878,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768744865104.jpg",265,nutrition_label
867,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768686154197.jpg",199,nutrition_label
868,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768686566382.jpg",495,nutrition_label
869,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768687473073.jpg",550,nutrition_label
778,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768231786690.jpg",200,label
885,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768771583393.jpg",288,nutrition_label
894,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768827159883.jpg",283,nutrition_label
898,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768841660680.jpg",219,nutrition_label
900,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768851397099.jpg",550,nutrition_label
901,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768851537325.jpg",530,label
902,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768853947284.jpg",386,nutrition_label
950,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768988234551.jpg",136,nutrition_label
910,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768923858640.jpg",220,nutrition_label
912,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768932106908.jpg",370,nutrition_label
962,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769019607717.jpg",270,nutrition_label
966,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769070766637.jpg",329,nutrition_label
971,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769075626651.jpg",529,nutrition_label
982,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769104701675.jpg",386,nutrition_label
987,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1769169944506.jpg",10,error
1016,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769281598242.jpg",525,nutrition_label
992,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769178299459.jpg",280,nutrition_label
1008,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769252221610.jpg",476,nutrition_label
996,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769185252066.jpg",98,label
997,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769185582673.jpg",469,label
993,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769178678845.jpg",221,nutrition_label
1000,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769203266929.jpg",410,label
1017,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769281691927.jpg",554,nutrition_label
1001,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769246799170.jpg",419,nutrition_label
1018,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769282036701.jpg",540,label
1019,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769289897624.jpg",490,nutrition_label
1027,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769347989795.jpg",555,label
1026,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769347923893.jpg",580,nutrition_label
1025,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769346605800.jpg",380,nutrition_label
1031,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769373629363.jpg",95,nutrition_label
1032,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769373885480.jpg",213,nutrition_label
1033,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1769416589413.jpg",147,error
1034,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769419579020.jpg",338,nutrition_label
1035,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769419665148.jpg",90,nutrition_label
1036,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769419976639.jpg",294,nutrition_label
1039,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769421623850.jpg",480,nutrition_label
1041,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769422036371.jpg",331,nutrition_label
1042,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769438303594.jpg",191,nutrition_label
1055,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769502888115.jpg",40,label
1057,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1769503150942.jpg",65,error
1067,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769517210327.jpg",490,nutrition_label
1051,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769501794012.jpg",750,nutrition_label
1081,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769595730253.jpg",342,label
1082,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769596461484.jpg",310,nutrition_label
1083,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769597269666.jpg",488,nutrition_label
1103,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769700850402.jpg",488,nutrition_label
1090,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769627828143.jpg",95,nutrition_label
1091,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769628612619.jpg",152,nutrition_label
1094,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769680115896.jpg",241,label
1098,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769690089370.jpg",480,label
1101,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769699323104.jpg",453,nutrition_label
1102,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769700539985.jpg",401,nutrition_label
1115,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769782011184.jpg",204,label
1112,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769768109337.jpg",315,nutrition_label
1117,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769783152309.jpg",2260,nutrition_label
1131,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769876534494.jpg",258,nutrition_label
1138,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769938939529.jpg",204,nutrition_label
1164,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770042243407.jpg",287,nutrition_label
1133,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769889410160.jpg",530,nutrition_label
1145,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769953616508.jpg",188,nutrition_label
1146,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1769954034975.jpg",88,nutrition_label
1154,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770025983628.jpg",345,nutrition_label
1156,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770026015274.jpg",325,nutrition_label
1157,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770026064872.jpg",374,nutrition_label
1169,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770056996263.jpg",302,nutrition_label
1167,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770042952256.jpg",287,nutrition_label
1166,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770042919924.jpg",232,nutrition_label
1165,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770042269606.jpg",149,label
1178,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770116104814.jpg",137,nutrition_label
1183,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770128197412.jpg",293,label
1184,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770130220378.jpg",535,nutrition_label
1189,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770144314453.jpg",370,nutrition_label
1190,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770152895266.jpg",518,nutrition_label
1191,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770153193552.jpg",290,label
1192,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770206172247.jpg",423,nutrition_label
1194,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770206842046.jpg",290,nutrition_label
1195,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770216243769.jpg",337,nutrition_label
1196,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770217699506.jpg",365,nutrition_label
1198,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770218645671.jpg",480,nutrition_label
1201,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770231126177.jpg",169,label
1202,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770232406425.jpg",472,nutrition_label
1209,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770246235754.jpg",470,label
1210,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770246317000.jpg",326,nutrition_label
1211,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770246383083.jpg",314,nutrition_label
1212,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770246447067.jpg",385,label
1216,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770306817161.jpg",307,nutrition_label
1214,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770306587563.jpg",363,nutrition_label
1217,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770315454747.jpg",291,nutrition_label
1219,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770315826796.jpg",251,nutrition_label
1220,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770317106526.jpg",510,label
1223,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770324512774.jpg",420,nutrition_label
1224,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770380945680.jpg",228,label
1227,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770389713092.jpg",204,label
1229,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770391238091.jpg",350,nutrition_label
1230,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770391295720.jpg",320,nutrition_label
1232,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770408279455.jpg",230,nutrition_label
1233,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770408611450.jpg",443,nutrition_label
1234,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770411716074.jpg",490,label
1235,"https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1770411932841.jpg",540,nutrition_label
