id,imageUrl,kcalories,class,llm_food_name,llm_image_class,llm_calories,llm_protein,llm_fat,llm_carbs,llm_weight,llm_confidence,llm_calorie_basis,llm_text_readability,llm_portion_difficulty,llm_error_risk,llm_is_single_item,llm_is_mixed_dish,llm_error
"468","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766310891039.jpg","244","label","Фишбургер с филе минтая и соусом Тар-Тар","product","243.6","9.2","12.8","22.9","170","high","nutrition_table","high","low","low","true","true",""
"471","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766340115722.jpg","238","nutrition_label","Бургер с курицей","nutrition_label","393","17.5","22.9","29.2","165","high","nutrition_table","high","low","low","true","false",""
"476","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766396183848.jpg","263","nutrition_label","Неизвестный продукт","nutrition_label","263.4","10.4","12.6","27.1","","high","nutrition_table","medium","medium","low","false","true",""
"478","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766397270935.jpg","342","label","Сырок творожный глазированный «Картошка»","product","342","9.4","18.6","34.5","50","high","package_text","high","low","low","true","false",""
"481","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766408468851.jpg","91","label","Фасоль белая в томатном соусе","product","91","4.4","0.6","16.9","400","high","package_text","high","low","low","true","false",""
"488","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766436702519.jpg","290","nutrition_label","Эскимо пломбир ванильный в зелёной глазури с ароматом апельсина","nutrition_label","290","2.5","21","22.5","80","high","nutrition_table","high","low","low","true","false",""
"489","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766481880431.jpg","350","nutrition_label","Десерт с творогом и вишней","nutrition_label","350","4.5","24","30","","high","nutrition_table","high","medium","low","true","false",""
"497","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766495955184.jpg","253","nutrition_label","Печёночный пирог с морковью","nutrition_label","252.6","8.1","19","12.3","200","high","nutrition_table","high","medium","low","true","true",""
"498","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766498248632.jpg","515","nutrition_label","Драже двухслойный шоколад в цветной декоративной оболочке","nutrition_label","515","5.5","25","67","45","high","nutrition_table","medium","low","low","true","false",""
"503","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766517966819.jpg","430","nutrition_label","Мягкий десерт Арлетто","nutrition_label","430","5","22","52","","high","nutrition_table","medium","low","low","true","false",""
"516","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766610289621.jpg","217","nutrition_label","Сырники со сгущёнкой","nutrition_label","217.2","12.5","8.8","22","120","high","nutrition_table","high","low","low","true","false",""
"519","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766611404673.jpg","322","nutrition_label","Банан","nutrition_label","321.9","10.1","7","53.9","","high","nutrition_table","high","medium","low","false","true",""
"521","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766611734880.jpg","223","label","Сыр творожный «Савушкин» «Белый» с прованскими травами","product","223.2","19.2","16","1.6","150","high","package_text","high","low","low","true","false",""
"545","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766752411995.jpg","176","nutrition_label","Блинчик «Цезарь»","nutrition_label","175.9","7.1","11.9","10.1","210","high","nutrition_table","high","low","low","true","true",""
"547","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766770100521.jpg","169","label","Запеканка с тыквой","nutrition_label","168.7","10.8","6.7","16.3","200","high","nutrition_table","high","medium","low","true","false",""
"528","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766668799450.jpg","290","nutrition_label","Неизвестный продукт","nutrition_label","290","3.5","12","41","","high","nutrition_table","high","medium","low","false","false",""
"536","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766693381701.jpg","188.5","nutrition_label","Сырники с малиной","nutrition_label","138.5","7.1","6.9","24.5","120","high","nutrition_table","high","medium","low","false","true",""
"554","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766782279931.jpg","96","label","Исландский скир с печеным яблоком","product","95.6","9.3","1.2","11.9","","high","package_text","high","low","low","true","false",""
"539","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1766694584078.jpg","213","error","","","","","","","","","","","","","","",""
"541","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766739496656.jpg","232","nutrition_label","нигири том ям с креветкой","nutrition_label","231.6","5.8","6.8","36.8","120","high","nutrition_table","high","low","low","true","false",""
"542","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766740018036.jpg","377","nutrition_label","Пряники мучные с начинкой","nutrition_label","376.8","6.4","6","74.3","100","high","nutrition_table","high","medium","low","false","false",""
"552","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766775312824.jpg","72","nutrition_label","Биойогурт питьевой с черникой, злаками и семенами льна","nutrition_label","71.5","3","1.5","11.5","","high","nutrition_table","high","low","low","true","false",""
"548","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766771006756.jpg","439","label","Ирис со вкусом имбирного печенья Meller","product","","","","","38","high","package_text","medium","low","low","true","false",""
"553","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766781639677.jpg","117","nutrition_label","батончик Milky Way","nutrition_label","117","","","","26","high","nutrition_table","high","low","low","true","false",""
"557","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766826175609.jpg","324","label","Маршмеллоу со вкусом кола","label","324","4","0","77","50","high","package_text","high","low","low","false","false",""
"558","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766826323104.jpg","242","label","Сэндвич Цезарь на тостовом пшеничном хлебе","product","242","","14","22","180","high","package_text","high","low","low","true","false",""
"563","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766862151880.jpg","75","nutrition_label","Йогурт питьевой дыня-клубника","nutrition_label","74.9","2.8","2.5","10.3","","high","nutrition_table","medium","low","low","true","false",""
"564","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766862590188.jpg","146","nutrition_label","Лепешка с зеленью","nutrition_label","146.2","4.7","2.6","26","150","high","nutrition_table","high","low","low","true","false",""
"565","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766865630937.jpg","273","nutrition_label","Ватрушка маковая с творогом","nutrition_label","273","7","8","44","175","high","nutrition_table","high","low","low","false","false",""
"566","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766867821955.jpg","307","nutrition_label","Мороженое двухслойное пломбир","nutrition_label","307","3.8","15.8","37.5","","high","nutrition_table","high","low","low","true","false",""
"571","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766921890829.jpg","244","nutrition_label","Батончик с грушей и миндалем","nutrition_label","244","18.7","6","28.9","170","high","nutrition_table","high","low","low","true","false",""
"573","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766930158737.jpg","225","label","Калитка с клюквой","product","225","2.9","7.1","37.5","90","high","package_text","high","low","low","true","false",""
"578","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766956196300.jpg","220","nutrition_label","Шоколадное мороженое пломбир с вишней и шоколадным печеньем","nutrition_label","220","3.5","14","21","","high","nutrition_table","high","medium","low","true","false",""
"579","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1766958350437.jpg","122","nutrition_label","Мороженое Bounty","nutrition_label","122","","","","64","high","nutrition_table","high","low","low","true","false",""
"590","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767036568540.jpg","179","label","Хлеб формовой","label","179","","","","","high","package_text","high","medium","low","true","false",""
"586","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767009306002.jpg","189","label","Запеканка с рикоттой с вареньем из смородины","label","188.6","14.5","8.2","14.2","200","high","package_text","high","low","low","true","false",""
"588","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767027666162.jpg","141","nutrition_label","Рыбные котлеты с картофельным пюре","nutrition_label","141.4","6.4","6.6","14.1","230","high","nutrition_table","high","medium","low","false","true",""
"583","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767001347494.jpg","316","nutrition_label","торт кокосовый","nutrition_label","315.6","5.4","17.6","33.9","100","high","nutrition_table","high","medium","low","true","true",""
"589","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767028482150.jpg","202","nutrition_label","Онигири с натуральным крабом (камчатским)","nutrition_label","202.2","7","3.4","36.4","120","high","nutrition_table","high","low","low","true","false",""
"597","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767084727748.jpg","243","nutrition_label","Чебурек с сыром, творогом и зеленью","nutrition_label","242.5","10.8","10.5","26.2","110","high","nutrition_table","high","low","low","true","false",""
"599","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767104021978.jpg","200","nutrition_label","Сэндвич с песто и курицей","nutrition_label","200","9","7","26","140","high","nutrition_table","high","low","low","true","false",""
"657","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767551611792.jpg","290","nutrition_label","Пирожное Шейх","nutrition_label","290","5.46","15.51","31.34","150","high","nutrition_table","high","low","low","true","false",""
"611","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767218219341.jpg","246","nutrition_label","мороженое","nutrition_label","246","3.2","11.7","31.6","73","high","nutrition_table","high","low","low","true","false",""
"620","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1767290965360.jpg","251","error","","","","","","","","","","","","","","",""
"621","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767295370692.jpg","532","nutrition_label","Конфета","nutrition_label","532","8.3","30","56","35","high","nutrition_table","high","low","low","true","false",""
"637","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767439587632.jpg","136","nutrition_label","Форель радужная малосоленая ломтики","nutrition_label","136.2","14.7","8.6","","150","high","nutrition_table","high","low","low","true","false",""
"623","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767300654332.jpg","540","nutrition_label","пицца","nutrition_label","540","","32","","","medium","nutrition_table","medium","medium","medium","true","true",""
"627","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767356418213.jpg","343","nutrition_label","Пирожное вафельное с варенкой и арахисом","nutrition_label","342.7","8","10.3","54.5","65","high","nutrition_table","high","low","low","true","false",""
"628","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767360151665.jpg","174","nutrition_label","Творожная запеканка с шоколадом и вишней","nutrition_label","173.9","10.6","10.3","9.7","180","high","nutrition_table","high","low","low","true","false",""
"638","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1767444754802.jpg","","error","","","","","","","","","","","","","","",""
"632","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767383651838.jpg","288","nutrition_label","Закуска ""Еврейская"" с сыром и яйцом","nutrition_label","287.8","17","23.8","1.4","150","high","nutrition_table","high","low","low","true","true",""
"645","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767511148720.jpg","59","nutrition_label","Неизвестный напиток","nutrition_label","59.3","3","2.5","6.2","","high","nutrition_table","high","low","low","true","false",""
"648","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767518788057.jpg","183","nutrition_label","Пицца Мясная. ICE","nutrition_label","183","8","7","23","350","high","nutrition_table","high","low","low","true","true",""
"649","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767528376919.jpg","180","nutrition_label","мороженое Twix","nutrition_label","180","","7.2","16.4","68","high","nutrition_table","medium","low","low","true","false",""
"652","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767537331136.jpg","440","nutrition_label","Печенье «Имбирное»","nutrition_label","440","5.1","18.6","62.4","200","high","nutrition_table","high","medium","low","false","false",""
"660","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767603157131.jpg","153","nutrition_label","Творог рассыпчатый с вишней и брусникой","nutrition_label","153.2","16.1","4","13.2","150","high","nutrition_table","high","medium","low","true","false",""
"676","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767641385825.jpg","210","label","майонезный соус Calve легкий","product","210","0.5","20","7","","high","package_text","high","medium","low","true","false",""
"663","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767604163477.jpg","207","nutrition_label","Хлеб Бородинский","nutrition_label","207","6.8","1.3","41.5","390","high","nutrition_table","high","low","low","true","false",""
"662","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767603875876.jpg","208","nutrition_label","Паштет 'CREAM CHEESE'","nutrition_label","208","6","18","5.4","140","high","nutrition_table","high","low","low","true","false",""
"661","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767603703338.jpg","219","label","Хлеб Французский","label","219","7","3","56","400","high","package_text","high","low","low","true","false",""
"665","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767612527971.jpg","100","nutrition_label","Творог мягкий «Малина-Шиповник»","nutrition_label","99.8","6","3.8","10.4","","high","nutrition_table","high","low","low","true","false",""
"675","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767619584384.jpg","200","label","Краффин с ежевикой и малиной","label","200","4","3","39","115","high","nutrition_table","high","low","low","true","false",""
"697","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767781622466.jpg","119","label","Ряженка сладкая со вкусом ванили","nutrition_label","178.5","6.45","9","17.85","150","high","nutrition_table","high","low","low","true","false",""
"698","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767782865206.jpg","490","nutrition_label","ЭКЛЕР С КРЕМОМ","nutrition_label","490","5","36","32","168","high","nutrition_table","high","low","low","false","false",""
"680","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767641916558.jpg","447","nutrition_label","Печенье «Арахисовая полоска»","nutrition_label","448.8","10.9","24.4","45.9","250","high","nutrition_table","high","medium","low","true","false",""
"689","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767697109403.jpg","330","label","Зефир","product","330","3.5","0.1","79","11","high","package_text","high","low","low","true","false",""
"681","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767642080491.jpg","235","label","Пицца Баварская Римская","label","235","69","10","28","300","high","package_text","high","low","low","true","false",""
"700","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767783349516.jpg","230","nutrition_label","Сыр творожный «Кремчиз» с креветкой и зеленью","nutrition_label","230","6.3","22.3","","140","high","nutrition_table","high","low","low","true","false",""
"707","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767813015377.jpg","430","nutrition_label","Конфеты с бренди","nutrition_label","430","4","20","50","150","high","nutrition_table","high","low","low","false","false",""
"709","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767854205510.jpg","204","label","Ролл буррито с фасолью","product","203.5","4.9","9.5","24.6","175","high","nutrition_table","high","low","low","true","false",""
"712","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767864937839.jpg","364","nutrition_label","торт ""Прага""","nutrition_label","364","5","16","46","600","high","nutrition_table","high","medium","low","true","false",""
"718","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767886701098.jpg","176","nutrition_label","сырок творожный с сахаром и ароматом ванили обезжиренный","nutrition_label","175.7","13.5","1.3","27.5","90","high","nutrition_table","high","low","low","true","false",""
"719","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767886814429.jpg","323","label","Пирожные «Эклер» с шоколадным заварным кремом и солёной карамелью","product","323","5.9","17.6","35.3","235","high","package_text","high","low","low","false","false",""
"722","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1767900676695.jpg","230","nutrition_label","Неизвестный продукт","nutrition_label","230","10","8.5","30","180","high","nutrition_table","high","low","low","true","false",""
"736","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768047691277.jpg","62","nutrition_label","Кисломолочный продукт капучино-карамель","nutrition_label","99.2","20","","4.8","160","high","nutrition_table","high","low","low","true","false",""
"739","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768051789159.jpg","640","nutrition_label","Масло сливочное шоколадное","nutrition_label","640","1.2","62","19.6","100","high","nutrition_table","high","low","low","true","false",""
"741","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768052239286.jpg","231","nutrition_label","торт маракуйя-малина","nutrition_label","230.6","5.3","12.6","24","100","high","nutrition_table","high","medium","low","false","true",""
"743","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768060343850.jpg","330","nutrition_label","Коржик молочный","nutrition_label","330.3","8.5","12.3","46.4","80","high","nutrition_table","high","low","low","true","false",""
"746","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768074355172.jpg","300","label","Мороженое сливочное с ароматом жевательной резинки бабл гам в вафельном сахарном рожке с молочно-шоколадной глазурью в глазури с ароматом малины","label","300","3.5","16","35.5","","high","package_text","high","low","low","true","false",""
"747","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768077812506.jpg","210","nutrition_label","вафельный стаканчик","nutrition_label","210","3","8","30.5","100","high","nutrition_table","high","low","low","true","false",""
"748","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768078709067.jpg","230","nutrition_label","Мороженое пломбир ванильный с барбарисом","nutrition_label","230","3","12","28","55","high","nutrition_table","high","low","low","true","false",""
"758","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768135367919.jpg","63","nutrition_label","Ряженка","nutrition_label","63.1","2.8","1.5","9.6","","high","nutrition_table","high","low","low","true","false",""
"782","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768244257506.jpg","360","nutrition_label","Шоколадный батончик","nutrition_label","360","3.5","23","35","","high","nutrition_table","medium","low","low","true","false",""
"761","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768148081584.jpg","364","nutrition_label","Хлебобулочное изделие с черносливом","nutrition_label","364","6.3","24.8","28.9","","high","nutrition_table","high","medium","low","true","false",""
"760","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768147878531.jpg","292","nutrition_label","Шоколадная колбаса","nutrition_label","291.8","7.2","13.8","34.7","150","high","nutrition_table","high","low","low","true","false",""
"762","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768148701224.jpg","272","nutrition_label","Австрийский штрудель с яблоком и корицей","nutrition_label","272","3.4","11","40","280","high","nutrition_table","high","low","low","true","false",""
"764","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768163586132.jpg","440","nutrition_label","Творожный сырок","nutrition_label","440","8","26","41","","high","nutrition_table","high","medium","low","true","false",""
"771","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768214655412.jpg","396","nutrition_label","Десерт","nutrition_label","396.1","13.4","22.1","35.9","","high","nutrition_table","high","low","low","true","false",""
"789","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768307735986.jpg","363","nutrition_label","Десерт","nutrition_label","363","7.7","17.2","44.5","","high","nutrition_table","high","low","low","true","false",""
"790","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768317153857.jpg","319","nutrition_label","Воздушная пита с начинкой","nutrition_label","319.1","9.9","18.5","27.8","135","high","nutrition_table","high","low","low","true","true",""
"793","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768318144707.jpg","407","nutrition_label","Неизвестный продукт","nutrition_label","406.6","5.7","16.6","50.8","","high","nutrition_table","high","medium","low","true","false",""
"794","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768318506407.jpg","315","label","Булочка витая с шоколадом и корицей Вкусняшка","product","315","5.7","16","39","105","high","package_text","high","medium","low","true","false",""
"795","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768331983713.jpg","534","nutrition_label","Шоколад Milka","nutrition_label","534","5.7","30","59","260","high","nutrition_table","high","medium","low","true","false",""
"798","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768341347097.jpg","178","nutrition_label","Лепешка с картофелем и жареным луком","nutrition_label","177.99","4","5.55","28.01","170","high","nutrition_table","high","low","low","false","true",""
"804","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768387785976.jpg","275","nutrition_label","Налистники с сырным кремом и мандариновой начинкой","nutrition_label","274.6","7.1","16.2","25.1","140","high","nutrition_table","high","low","low","true","true",""
"809","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768401210847.jpg","100","label","Фунчоза с говядиной и овощами в устричном соусе","product","100","","3.1","12","0.25","high","package_text","high","low","low","true","true",""
"811","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768411117637.jpg","167","nutrition_label","Сэндвич ролл с запечёнными овощами","nutrition_label","167.2","4.6","4.4","27.3","120","high","nutrition_table","high","medium","low","true","true",""
"817","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1768425102191.jpg","404","nutrition_label","Кукурузно-рисовые чипсы с сыром","nutrition_label","404","8","10","70","","high","nutrition_table","high","low","low","true","false",""
